style,colors,size,category,short_description,long_description,stringified_description,worn_image,basicimg,sale_status
ZW124,Yellow/Navy;Orange/Navy,S;L;XL;2XL;3XL;4XL;5XL;7XL;M,hi vis taped;syzmik essentials;male;long sleeve;industrial;shirts and polos;industrial-workwear;work-shirts-and-polos;syzmik-shirts,Mens Industrial Long Sleeve Shirt - Shoulder Taped,"{'sizes': 'S - 5XL, 7XL', 'fabric': '100% Cotton Twill, 170 GSM', 'features': ['170 GSM Midweight cotton twill to keep you cool while still being tough enough for any job', ' Underarm and upper back mesh vent inserts', ' Triple stitched seams', ' Reflective tape in H configuration', ' 2 Chest pockets with button closures and pen partition', ' Extended curve shirt back']}","Sizes: S - 5XL, 7XL; Fabric: 100% Cotton Twill, 170 GSM; Features: 170 GSM Midweight cotton twill to keep you cool while still being tough enough for any job, Underarm and upper back mesh vent inserts, Triple stitched seams, Reflective tape in H configuration, 2 Chest pockets with button closures and pen partition, Extended curve shirt back; ",ZW124_Product_Yellow_Navy_01_jDlzAUH.jpg,ZW124_Product_Yellow_Navy_01_jDlzAUH.jpg;ZW124_Product_Yellow_Navy_02.jpg;ZW124_Product_Orange_Navy_01.jpg;ZW124_Product_Orange_Navy_02.jpg,normal
ZW128,Yellow/Navy;Orange/Charcoal;Orange/Navy;Yellow/Charcoal,XXS;S;M;L;XL;2XL;3XL;4XL;5XL;7XL;XS,all;hi vis non taped;rugged cooling;male;long sleeve;industrial;shirts and polos;industrial-workwear;work-shirts-and-polos;syzmik-shirts,Mens Rugged Cooling Hi Vis Long Sleeve Shirt,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '100% Square Weave Cotton Ripstop, 145 GSM', 'features': ['Mesh venting to increase breathability in the under arm, upper back, and back side seam', ' Mechanical stretch to give you more freedom of movement', ' 2 Chest pockets with pen partition', ' Reinforced at all key stress points with bar tacks', ' Modern fit']}","Sizes: XXS - 5XL, 7XL; Fabric: 100% Square Weave Cotton Ripstop, 145 GSM; Features: Mesh venting to increase breathability in the under arm, upper back, and back side seam, Mechanical stretch to give you more freedom of movement, 2 Chest pockets with pen partition, Reinforced at all key stress points with bar tacks, Modern fit; ",ZW128_bProduct_Yellow_Navy_01_SQ7TLGT.jpg,ZW128_bProduct_Yellow_Navy_01_SQ7TLGT.jpg;ZW128_bProduct_Yellow_Navy_02_oBhfJEL.jpg;ZW128_bProduct_Orange_Charcoal_01_GGhRg4j.jpg;ZW128_bProduct_Orange_Charcoal_02_su0Dtl8.jpg;ZW128_bProduct_Orange_Navy_01_ja2OsaR.jpg;ZW128_bProduct_Orange_Navy_02_jKp04H2.jpg;ZW128_bProduct_Yellow_Charcoal_01_PMuutSz.jpg;ZW128_bProduct_Yellow_Charcoal_02_vKBI8Hs.jpg,normal
ZW129,Yellow/Navy;Orange/Navy;Orange/Charcoal;Yellow/Charcoal,XXS;XS;S;M;L;XL;2XL;3XL;4XL;5XL;7XL,all;hi vis taped;rugged cooling;male;long sleeve;industrial;shirts and polos;industrial-workwear;work-shirts-and-polos;syzmik-shirts,Mens Rugged Cooling Hi Vis Taped Long Sleeve Shirt,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '100% Square Weave Cotton Ripstop, 145 GSM', 'features': ['Mesh venting to increase breathability in the under arm, upper back and back side seam', ' Mechanical stretch to give you more freedom of movement', ' 2 Chest pockets with penpartition', ' Breathable reflective tape in hoop configuration', ' Reinforced at all key stress points with bar tacks']}","Sizes: XXS - 5XL, 7XL; Fabric: 100% Square Weave Cotton Ripstop, 145 GSM; Features: Mesh venting to increase breathability in the under arm, upper back and back side seam, Mechanical stretch to give you more freedom of movement, 2 Chest pockets with penpartition, Breathable reflective tape in hoop configuration, Reinforced at all key stress points with bar tacks; ",ZW129_aTalent_Yellow_Navy_01_tfRGHps.jpg,ZW129_aTalent_Yellow_Navy_01_tfRGHps.jpg;ZW129_bProduct_Yellow_Navy_01_3uQYrKE.jpg;ZW129_bProduct_Yellow_Navy_02_HQDGpgZ.jpg;ZW129_bProduct_Orange_Navy_01_Seap6Y8.jpg;ZW129_bProduct_Orange_Navy_02_El1Oz0H.jpg;ZW129_bProduct_Orange_Charcoal_02_27og291.jpg;ZW129_bProduct_Orange_Charcoal_01_w8jzgYy.jpg;ZW129_aTalent_Yellow_Charcoal_01_G8LM7eM.jpg;ZW129_bProduct_Yellow_Charcoal_01_JnPOw4Z.jpg;ZW129_bProduct_Yellow_Charcoal_02_JwoFeG3.jpg,normal
ZW131,Yellow/Navy;Orange/Navy,8;10;12;14;18;20;24;22;16,all;fire armour;hi vis taped;meta;female;women;long sleeve;syzmik-shirts,Womens FR Closed Front Hooped Taped Spliced Shirt,"{'sizes': '8 - 24', 'fabric': '93% Meta-Aramid 5% Para-aramid 2% Antistatic - 155gsm', 'features': ['HRC 1 inherent protection at a light 155gsm weight', 'Gusset sleeve for extra protection', 'Concealed closed front opening with FR press stud closure for extra protection', 'Two chest pockets with covered FR press stud closure', 'FR rated mesh in the under arms and upper back to keep you cool', 'Two way radio and gas monitor loops on the front shoulder yoke', 'All Trims are FR rated', 'Loxy FR Tape', 'FR rated label that clearly shows FR rating of garment']}","Sizes: 8 - 24; Fabric: 93% Meta-Aramid 5% Para-aramid 2% Antistatic - 155gsm; Features: HRC 1 inherent protection at a light 155gsm weight,Gusset sleeve for extra protection,Concealed closed front opening with FR press stud closure for extra protection,Two chest pockets with covered FR press stud closure,FR rated mesh in the under arms and upper back to keep you cool,Two way radio and gas monitor loops on the front shoulder yoke,All Trims are FR rated,Loxy FR Tape,FR rated label that clearly shows FR rating of garment; ",ZW131_aTalent_Yellow_Navy_01_mfQbljg.jpg,ZW131_aTalent_Yellow_Navy_01_mfQbljg.jpg;ZW131_bProduct_Yellow_Navy_01_ZezuLWX.jpg;ZW131_bProduct_Yellow_Navy_02_nWJVcfQ.jpg;ZW131_bProduct_Orange_Navy_01_nG24Vqn.jpg;ZW131_aTalent_Orange_Navy_01_iVUTvz3.jpg;ZW131_bProduct_Orange_Navy_02_FezOItC.jpg,normal
ZW137,Orange,XS;S;M;L;XL;3XL;4XL;7XL;XXS;2XL;5XL,all;fire armour;hi vis taped;meta;male;long sleeve;fire-armour;industrial;syzmik-shirts,Mens Red Flame Hi Vis X Back Shirt,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '93% Meta-Aramid 5% Para-aramid 2% Antistatic - 155 gsm', 'features': ['HRC 1 inherent protection at an unbelievably light 155 gsm weight', 'All reflective tape, press studs, labels, threads, buttons, mesh and any other trims on the garment are FR rated', 'Twin hoop bio motion tape configuration improves recognition of human shape at distance', 'X back rail taping configuration', 'Gusset sleeve closure for extra protection with FR rated press studs', 'Concealed FR press stud centre closure for extra protection and quick removal in case of fire or arc flash', 'Two chest pockets with covered FR press stud closures', 'FR rated mesh in the under arms and upper back to increase air flow and keep you cool', 'Loxy FR Tape', 'FR rated heat transfer label that clearly shows FR rating of garment so workers can be quickly identified as having the right level of protection.\xa0']}","Sizes: XXS - 5XL, 7XL; Fabric: 93% Meta-Aramid 5% Para-aramid 2% Antistatic - 155 gsm; Features: HRC 1 inherent protection at an unbelievably light 155 gsm weight,All reflective tape, press studs, labels, threads, buttons, mesh and any other trims on the garment are FR rated,Twin hoop bio motion tape configuration improves recognition of human shape at distance,X back rail taping configuration,Gusset sleeve closure for extra protection with FR rated press studs,Concealed FR press stud centre closure for extra protection and quick removal in case of fire or arc flash,Two chest pockets with covered FR press stud closures,FR rated mesh in the under arms and upper back to increase air flow and keep you cool,Loxy FR Tape,FR rated heat transfer label that clearly shows FR rating of garment so workers can be quickly identified as having the right level of protection.; ",ZW137_bProduct_Orange_01_QgEJleN.jpg,ZW137_bProduct_Orange_01_QgEJleN.jpg;ZW137_bProduct_Orange_02_dS0uS1n.jpg,normal
ZW140,Orange/Navy;Yellow/Navy,XS;S;M;L;XL;2XL;3XL;4XL;5XL;7XL;XXS,fire armour;hi vis taped;moda;male;long sleeve;fire-armour;industrial;syzmik-shirts,Mens Orange Flame Hi Vis Open Front Spliced Shirt - Hoop Taped,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '55% Modacrylic 43% Cotton 2% Anti-Static - 250 gsm', 'features': ['HRC 2 - 9.7 cal inherent protection at a light 250 gsm weight', 'Unmatched comfort and coolness thanks to the breathable and soft MODATech® fabric', 'Meets and exceeds all recent NENS, ISO and NFPA Design Guidelines', 'All reflective tape, buttons, threads, mesh are FR rated', 'Gusset sleeve closure for extra protection with FR rated buttons', 'Concealed FR centre placket for extra protection', 'Two chest pockets with FR button closures', 'Two way radio and gas loops on the shoulder yoke', 'Label that clearly shows FR rating of garment so workers can be quickly identified as having the right level of protection']}","Sizes: XXS - 5XL, 7XL; Fabric: 55% Modacrylic 43% Cotton 2% Anti-Static - 250 gsm; Features: HRC 2 - 9.7 cal inherent protection at a light 250 gsm weight,Unmatched comfort and coolness thanks to the breathable and soft MODATech fabric,Meets and exceeds all recent NENS, ISO and NFPA Design Guidelines,All reflective tape, buttons, threads, mesh are FR rated,Gusset sleeve closure for extra protection with FR rated buttons,Concealed FR centre placket for extra protection,Two chest pockets with FR button closures,Two way radio and gas loops on the shoulder yoke,Label that clearly shows FR rating of garment so workers can be quickly identified as having the right level of protection; ",ZW140_bProduct_Orange_Navy_01_YH6eF5S.jpg,ZW140_bProduct_Orange_Navy_01_YH6eF5S.jpg;ZW140_bProduct_Orange_Navy_02_6Kj6599.jpg;ZW140_aTalent_Yellow_Navy_01_1wsFo9E.jpg;ZW140_bProduct_Yellow_Navy_01_x5ykOp4.jpg;ZW140_bProduct_Yellow_Navy_02_B9ovM6B.jpg,normal
ZW143,Yellow/Navy;Orange/Navy,XXS;XS;S;M;L;XL;2XL;3XL;4XL;5XL;7XL,fire armour;hi vis taped;moda;male;long sleeve;fire-armour;industrial;syzmik-shirts,Mens Orange Flame Hi Vis Closed Front Shirt - Hoop Taped,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '55% Modacrylic 43% Cotton 2% Anti-Static - 250 gsm', 'features': ['HRC 2 - 9.7cal inherent protection at a light 250 gsm weight', 'Unmatched comfort and coolness thanks to the,breathable and soft MODATech® fabric', 'Meets and exceeds all recent NENS, ISO and NFPA Design Guidelines', 'All reflective tape, buttons, threads are FR rated', 'Gusset sleeve closure for extra protection with FR rated buttons', 'Concealed FR centre placket for extra protection', 'Two chest pockets with FR button closures', 'Two way radio and gas loops on the shoulder yoke', 'Label that clearly shows FR rating of garment so workers can be quickly identified as having the right level of protection']}","Sizes: XXS - 5XL, 7XL; Fabric: 55% Modacrylic 43% Cotton 2% Anti-Static - 250 gsm; Features: HRC 2 - 9.7cal inherent protection at a light 250 gsm weight,Unmatched comfort and coolness thanks to the,breathable and soft MODATech fabric,Meets and exceeds all recent NENS, ISO and NFPA Design Guidelines,All reflective tape, buttons, threads are FR rated,Gusset sleeve closure for extra protection with FR rated buttons,Concealed FR centre placket for extra protection,Two chest pockets with FR button closures,Two way radio and gas loops on the shoulder yoke,Label that clearly shows FR rating of garment so workers can be quickly identified as having the right level of protection; ",ZW143_bProduct_Yellow_Navy_02_LneSjmH.jpg,ZW143_bProduct_Yellow_Navy_02_LneSjmH.jpg;ZW143_bProduct_Yellow_Navy_01_Jbbi7S0.jpg;ZW143_bProduct_Orange_Navy_01_0Ca9aXG.jpg;ZW143_bProduct_Orange_Navy_02_oRFmnI8.jpg,normal
ZW145,Orange,XXS;S;M;L;XL;2XL;3XL;4XL;5XL;7XL;XS,fire armour;hi vis taped;moda;male;long sleeve;fire-armour;industrial;syzmik-shirts,Mens Orange Flame Hi Vis Open Front Shirt - Hoop Taped,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '55% Modacrylic 43% Cotton 2% Anti-Static - 250 gsm', 'features': ['HRC 2 - 9.7 cal inherent protection at a light 250 gsm weight', 'Unmatched comfort and coolness thanks to the breathable and soft MODATech® fabric', 'Meets and Exceeds all recent NENS, ISO and NFPA Design Guidelines', 'All reflective tape, buttons, threads are FR rated', 'Gusset sleeve closure for extra protection with FR rated buttons', 'Concealed FR centre placket for extra protection', 'Two chest pockets with FR button closures', 'Two way radio and gas loops on the shoulder yoke', 'Label that clearly shows FR rating of garment so workers can be quickly identified as having the right level of protection']}","Sizes: XXS - 5XL, 7XL; Fabric: 55% Modacrylic 43% Cotton 2% Anti-Static - 250 gsm; Features: HRC 2 - 9.7 cal inherent protection at a light 250 gsm weight,Unmatched comfort and coolness thanks to the breathable and soft MODATech fabric,Meets and Exceeds all recent NENS, ISO and NFPA Design Guidelines,All reflective tape, buttons, threads are FR rated,Gusset sleeve closure for extra protection with FR rated buttons,Concealed FR centre placket for extra protection,Two chest pockets with FR button closures,Two way radio and gas loops on the shoulder yoke,Label that clearly shows FR rating of garment so workers can be quickly identified as having the right level of protection; ",ZW145_bProduct_Orange_01_nsB30Vp.jpg,ZW145_bProduct_Orange_01_nsB30Vp.jpg;ZW145_bProduct_Orange_02_YFa2Cmg.jpg,normal
ZW170,Orange/Navy;Yellow/Navy,10;12;14;16;18;20;22;24;8,streetworx;men;industrial;fire-armour;syzmik-shirts,Womens Orange Flame Lightweight Ripstop Taped Shirt,"{'sizes': '8 - 24', 'fabric': 'Lenzing Viscose FR, Meta-aramid, Polyamide, Para-aramid, Antistatic Ripstop, 165 GSM', 'features': ['Ultra lightweight 165 GSM fabric that is rated to PPE/HRC 2', ' Unmatched comfort and coolness with high level 10.3 cal protection', ' Ripstop fabric construction for increased strength and durability', ' Meets and exceeds all recent NENS, ISO and NFPA Design Guidelines', ' Antistatic fabric', ' Fabric has soft feel and excellent moisture\nwicking to further increase comfort', ' All reflective tape, buttons, threads are FR rated', ' Gusset sleeve closure for extra protection with FR rated buttons', ' Concealed FR centre placket for extra protection', ' 2 Chest pockets with FR button closures', ' 2-Way radio and gas loops on the shoulder yoke', ' Label that clearly shows FR rating of garment']}","Sizes: 8 - 24; Fabric: Lenzing Viscose FR, Meta-aramid, Polyamide, Para-aramid, Antistatic Ripstop, 165 GSM; Features: Ultra lightweight 165 GSM fabric that is rated to PPE/HRC 2, Unmatched comfort and coolness with high level 10.3 cal protection, Ripstop fabric construction for increased strength and durability, Meets and exceeds all recent NENS, ISO and NFPA Design Guidelines, Antistatic fabric, Fabric has soft feel and excellent moisture
wicking to further increase comfort, All reflective tape, buttons, threads are FR rated, Gusset sleeve closure for extra protection with FR rated buttons, Concealed FR centre placket for extra protection, 2 Chest pockets with FR button closures, 2-Way radio and gas loops on the shoulder yoke, Label that clearly shows FR rating of garment; ",ZW170_Product_Orange_Navy_01.jpg,ZW170_Product_Orange_Navy_01.jpg;ZW170_Product_Orange_Navy_02.jpg;ZW170_Talent_Yellow_Navy_01_unWXJ2x.jpg;ZW170_Talent_Yellow_Navy_02_h6YJodg.jpg;ZW170_Talent_Yellow_Navy_03_m40NWVt.jpg;ZW170_Product_Yellow_Navy_02.jpg;ZW170_Product_Yellow_Navy_01.jpg,normal
ZW180,Orange/Navy;Yellow/Navy,2XL;3XL;4XL;5XL;7XL;L;M;S;XL;XS;XXS,fire armour;hi vis taped;male;long sleeve;industrial-workwear;fire-armour;industrial;syzmik-shirts,Mens Orange Flame Lightweight Ripstop Shirt - Hoop Taped,"{'sizes': 'XXS – 5XL, 7XL', 'fabric': ['Lenzing Viscose FR, Meta-aramid, Polyamide, Para-aramid, Antistatic Ripstop – 165 gsm'], 'features': ['Ultra lightweight 165 gsm fabric that is rated to PPE/HRC 2.', 'Unmatched comfort and coolness with high level 10.3 cal protection.', 'Ripstop fabric construction for increased strength and durability.', 'Meets and exceeds all recent NENS, ISO and NFPA Design Guidelines.', 'Antistatic fabric.', 'Fabric has soft feel and excellent moisture wicking to further increase comfort.', 'All reflective tape, buttons, threads are FR rated buttons.', 'Concealed FR centre placket for extra protection.', 'Two chest pockets with FR button closures.', 'Two way radio and gas loops on the shoulder yoke.', 'Label that clearly shows FR rating of garment.']}","Sizes: XXS  5XL, 7XL; Fabric: Lenzing Viscose FR, Meta-aramid, Polyamide, Para-aramid, Antistatic Ripstop  165 gsm; Features: Ultra lightweight 165 gsm fabric that is rated to PPE/HRC 2.,Unmatched comfort and coolness with high level 10.3 cal protection.,Ripstop fabric construction for increased strength and durability.,Meets and exceeds all recent NENS, ISO and NFPA Design Guidelines.,Antistatic fabric.,Fabric has soft feel and excellent moisture wicking to further increase comfort.,All reflective tape, buttons, threads are FR rated buttons.,Concealed FR centre placket for extra protection.,Two chest pockets with FR button closures.,Two way radio and gas loops on the shoulder yoke.,Label that clearly shows FR rating of garment.; ",ZW180_bProduct_Orange_Navy_01_OfByvoi.jpg,ZW180_bProduct_Orange_Navy_01_OfByvoi.jpg;ZW180_bProduct_Orange_Navy_02_n7HjI4c.jpg;ZW180_aTalent_Yellow_Navy_01_hp04Xby.jpg;ZW180_aTalent_Yellow_Navy_02_Z6iT5AK.jpg;ZW180_aTalent_Yellow_Navy_03_YQ6VL2H.jpg;ZW180_aTalent_Yellow_Navy_04_aD4D3rA.jpg;ZW180_aTalent_Yellow_Navy_05_jYu0Ljs.jpg;ZW180_aTalent_Yellow_Navy_06_d1I1xIs.jpg;ZW180_bProduct_Yellow_Navy_01_YxxQYSD.jpg;ZW180_bProduct_Yellow_Navy_02_HGHjjZJ.jpg,normal
ZW187,Orange,2XL;4XL;5XL;7XL;S;XL;XS;XXS;M;3XL;L,streetworx;men;industrial;fire-armour;syzmik-shirts,Mens Orange Flame Lightweight Ripstop X Back Taped Shirt,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': 'Lenzing Viscose FR, Meta-aramid, Polyamide, Para-aramid, Antistatic Ripstop, 165 GSM', 'features': ['Ultra lightweight 165 GSM fabric that is rated to PPE/HRC 2', ' Unmatched comfort and coolness with high level 10.3 cal protection', ' Ripstop fabric construction for increased strength and durability', ' NSW Rail tape\nconfiguration and colour', ' Meets and exceeds all recent NENS, ISO and NFPA Design Guidelines \uf09f Antistatic fabric', ' Fabric has soft feel and excellent moisture wicking to further increase comfort', ' All reflective tape,\nbuttons, threads are FR rated', ' Gusset sleeve closure for extra protection with FR rated buttons', ' Concealed FR centre placket for extra protection', ' 2 Cchest pockets with FR quick tape closures', ' 2-Way radio and gas\nloops on the shoulder yoke', ' Label that clearly shows FR rating of garment']}","Sizes: XXS - 5XL, 7XL; Fabric: Lenzing Viscose FR, Meta-aramid, Polyamide, Para-aramid, Antistatic Ripstop, 165 GSM; Features: Ultra lightweight 165 GSM fabric that is rated to PPE/HRC 2, Unmatched comfort and coolness with high level 10.3 cal protection, Ripstop fabric construction for increased strength and durability, NSW Rail tape
configuration and colour, Meets and exceeds all recent NENS, ISO and NFPA Design Guidelines  Antistatic fabric, Fabric has soft feel and excellent moisture wicking to further increase comfort, All reflective tape,
buttons, threads are FR rated, Gusset sleeve closure for extra protection with FR rated buttons, Concealed FR centre placket for extra protection, 2 Cchest pockets with FR quick tape closures, 2-Way radio and gas
loops on the shoulder yoke, Label that clearly shows FR rating of garment; ",ZW187_Talent_Orange_01_LX5fgDT.jpg,ZW187_Talent_Orange_01_LX5fgDT.jpg;ZW187_Talent_Orange_02_vfxsnaF.jpg;ZW187_Product_Orange_02.jpg;ZW187_Product_Orange_01.jpg,normal
ZW229,Yellow/Navy;Orange/Navy,XXS;XS;S;M;L;XL;2XL;3XL;4XL;5XL;7XL,rugged cooling;hi vis taped;long sleeve;industrial;shirts and polos;syzmik-shirts,Mens Rugged Cooling Hi Vis Segmented Tape Long Sleeve Shirt,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '100% Square Weave Cotton Ripstop, 145 GSM', 'features': ['Segmented tape to improve comfort, movement, and breathability', ' Mesh venting to increase breathability in the under arm, upper back and back side seam', ' Mechanical stretch to give you more freedom of movement', ' 2 Chest pockets with pen partition', ' Reinforced at all key stress points with bar tacks']}","Sizes: XXS - 5XL, 7XL; Fabric: 100% Square Weave Cotton Ripstop, 145 GSM; Features: Segmented tape to improve comfort, movement, and breathability, Mesh venting to increase breathability in the under arm, upper back and back side seam, Mechanical stretch to give you more freedom of movement, 2 Chest pockets with pen partition, Reinforced at all key stress points with bar tacks; ",ZW229_aTalent_Yellow_Navy_01_oDrMPmV.jpg,ZW229_aTalent_Yellow_Navy_01_oDrMPmV.jpg;ZW229_aTalent_Yellow_Navy_02_naBdVdI.jpg;ZW229_bProduct_Yellow_Navy_01_kIGGmGE.jpg;ZW229_bProduct_Yellow_Navy_02_vkCjkaC.jpg;ZW229_aTalent_Orange_Navy_03_KFgkd5U.jpg;ZW229_aTalent_Orange_Navy_01_5NUfQxI.jpg;ZW229_aTalent_Orange_Navy_02_vHjd5jh.jpg;ZW229_bProduct_Orange_Navy_02_IqD8YQ0.jpg;ZW229_bProduct_Orange_Navy_01_3t16oAn.jpg,normal
ZW400,Black;Navy;Charcoal;Khaki,XXS;XS;S;M;L;XL;2XL;3XL;4XL;7XL;5XL,all;shirts;rugged cooling;non hi vis;male;long sleeve;industrial;syzmik essentials;shirts and polos;shirting and tops;syzmik-shirts,Mens Rugged Cooling Long Sleeve Shirt,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '100% Square Weave Cotton Ripstop, 145 GSM', 'features': ['Mesh venting to increase breathability in the under arm, upper back and back side seam', ' Mechanical stretch to give you more freedom of movement', ' 2 Chest pockets with pen partition', ' Arm pocket', ' Roll up sleeve tab', ' Modern fit']}","Sizes: XXS - 5XL, 7XL; Fabric: 100% Square Weave Cotton Ripstop, 145 GSM; Features: Mesh venting to increase breathability in the under arm, upper back and back side seam, Mechanical stretch to give you more freedom of movement, 2 Chest pockets with pen partition, Arm pocket, Roll up sleeve tab, Modern fit; ",ZW400_aTalent_Black_01_gX48y37.jpg,ZW400_aTalent_Black_01_gX48y37.jpg;ZW400_bProduct_Black_01_lGawnx8.jpg;ZW400_bProduct_Black_02_MEPw4JX.jpg;ZW400_aTalent_Navy_01_6NGDNhr.jpg;ZW400_aTalent_Navy_02_VGkrcjZ.jpg;ZW400_bProduct_Navy_01_RXppZZh.jpg;ZW400_bProduct_Navy_02_nfd93N1.jpg;ZW400_aTalent_Charcoal_01_jNwIUh5.jpg;ZW400_aTalent_Charcoal_02_S0MHRR4.jpg;ZW400_bProduct_Charcoal_02_IIY2XgC.jpg;ZW400_bProduct_Charcoal_01_MKq81sc.jpg;ZW400_bProduct_Khaki_01_Kf21oa1.jpg;ZW400_bProduct_Khaki_02_kVrMysc.jpg,normal
ZW405,Navy;Charcoal;Black;Khaki,XXS;XS;M;L;XL;2XL;3XL;4XL;5XL;S;7XL,all;shirts;rugged cooling;non hi vis;male;short sleeve;industrial;shirts and polos;shirting and tops;syzmik-shirts,Mens Rugged Cooling Short Sleeve Shirt,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '100% Square Weave Cotton Ripstop, 145 GSM', 'features': ['Mesh venting to increase breathability in the under arm, upper back and back side seam', ' Mechanical stretch to give you more freedom of movement', ' 2 Chest pockets with pen partition', ' Arm pocket', ' Modern fit']}","Sizes: XXS - 5XL, 7XL; Fabric: 100% Square Weave Cotton Ripstop, 145 GSM; Features: Mesh venting to increase breathability in the under arm, upper back and back side seam, Mechanical stretch to give you more freedom of movement, 2 Chest pockets with pen partition, Arm pocket, Modern fit; ",ZW405_bProduct_Navy_01_zMJG54a.jpg,ZW405_bProduct_Navy_01_zMJG54a.jpg;ZW405_bProduct_Navy_02_yiUhMqo.jpg;ZW405_bProduct_Charcoal_02_UAJAcSx.jpg;ZW405_bProduct_Charcoal_01_LVOJw9G.jpg;ZW405_aTalent_Black_01_cjMpAEh.jpg;ZW405_bProduct_Black_01_SIKszcf.jpg;ZW405_bProduct_Black_02_t6HAR1B.jpg;ZW405_bProduct_Khaki_01_Bm2IKyG.jpg;ZW405_bProduct_Khaki_02_dHLTKjg.jpg,normal
ZW460,Green;Sand;Blue;Army;Navy;Stone;Black;Cobalt;Natural;Diesel,2XL;3XL;4XL;5XL;7XL;L;M;S;XL;XS;XXS,shirts;non hi vis;syzmik essentials;male;long sleeve;outdoor;industrial;shirting and tops;mix and match;shirts and polos;syzmik-shirts,Mens Outdoor Long Sleeve Shirt,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '100% Polyester Ripstop, 100 GSM', 'features': ['Our lightest weight shirt ever at just 100 GSM', ' Super breathable lightweight fabric to keep you cool all day', ' Extra-large under arm mesh and upper back venting to maximise air flow', ' Crinkle resistant lightweight fabric makes this shirt easy to pack in a small bag', ' 2 Chest pockets', ' 1 Mobile phone chest zip pocket', ' Roll up tab sleeves', ' Contrast colour inside placket', ' Sun and wind breaker collar', '*Black, Navy, Diesel, and Army are UPF 50 all other colours are UPF 30']}","Sizes: XXS - 5XL, 7XL; Fabric: 100% Polyester Ripstop, 100 GSM; Features: Our lightest weight shirt ever at just 100 GSM, Super breathable lightweight fabric to keep you cool all day, Extra-large under arm mesh and upper back venting to maximise air flow, Crinkle resistant lightweight fabric makes this shirt easy to pack in a small bag, 2 Chest pockets, 1 Mobile phone chest zip pocket, Roll up tab sleeves, Contrast colour inside placket, Sun and wind breaker collar,*Black, Navy, Diesel, and Army are UPF 50 all other colours are UPF 30; ",ZW460_bProduct_Green_01_D3Ox7YL.jpg,ZW460_bProduct_Green_01_D3Ox7YL.jpg;ZW460_bProduct_Green_02_jmRouZH.jpg;ZW460_aTalent_Sand_04_QKrzkDe.jpg;ZW460_aTalent_Sand_01_A9Zl0s7.jpg;ZW460_aTalent_Sand_03_kgOALsn.jpg;ZW460_aTalent_Sand_05_A2nkLKO.jpg;ZW460_bProduct_Sand_02_O63ztrD.jpg;ZW460_bProduct_Sand_01_12sJlUT.jpg;ZW460_bProduct_Blue_01_238Dmu0.jpg;ZW460_bProduct_Blue_02_2sJn85u.jpg;ZW460_Product_Army_01.jpg;ZW460_Product_Army_02.jpg;ZW460_aTalent_Navy_03_pkTSyM6.jpg;ZW460_aTalent_Navy_01_YR0xXrI.jpg;ZW460_bProduct_Navy_02_cyFj2lL.jpg;ZW460_bProduct_Navy_01_B6r3wib.jpg;ZW460_aTalent_Stone_02_J4eZkU3.jpg;ZW460_aTalent_Stone_01_I6e5AL6.jpg;ZW460_bProduct_Stone_02_Jhwmmdm.jpg;ZW460_bProduct_Stone_01_HrfJeps.jpg;ZW460_aTalent_Black_02_6enCJas.jpg;ZW460_aTalent_Black_01_7DeM4cf.jpg;ZW460_bProduct_Black_02_sY4cZ33.jpg;ZW460_bProduct_Black_01_wur8qzp.jpg;ZW460_Talent_Cobalt_01.jpg;ZW460_Product_Cobalt_01.jpg;ZW460_Product_Cobalt_02.jpg;ZW460_Talent_Natural_01.jpg;ZW460_Talent_Natural_04.jpg;ZW460_Talent_Natural_05.jpg;ZW460_Product_Natural_01.jpg;ZW460_Product_Natural_02.jpg;ZW460_Talent_Diesel_01.jpg;ZW460_Product_Diesel_01.jpg;ZW460_Product_Diesel_02.jpg,new colour
